,S1vsS2,S1vsS3,S1vsS4,S2vsS3,S2vsS4,S3vsS4
itf01g34610,0,0,0,0,0,0
itf01g34620,0,0,0,0,0,0
itf01g34650,1,0,0,1,1,0
itf01g34660,1,0,0,1,1,0
itf01g34670,1,1,1,1,0,1
itf01g34680,1,0,0,1,1,0
itf01g34690,0,0,0,0,0,0
itf01g34700,0,1,0,0,0,1
itf01g34710,1,1,1,0,0,0
itf01g34720,1,1,1,0,1,1
itf01g34730,0,0,0,0,0,0
itf01g34750,0,0,0,0,0,0
itf01g34760,1,1,1,1,1,0
itf01g34770,1,0,0,0,1,0
itf01g34790,1,0,0,1,1,1
itf01g34820,0,0,1,0,1,1
itf01g34830,1,1,1,0,0,0
itf01g34840,0,1,1,0,0,0
itf01g34860,0,1,1,1,1,0
itf01g34880,0,0,1,0,1,1
itf01g34890,1,0,0,1,0,0
itf01g34900,1,1,1,0,0,0
itf01g34910,1,0,0,1,1,0
itf01g34920,1,1,0,0,1,1
itf01g34930,0,0,0,0,0,0
itf01g34940,0,0,0,0,1,0
itf01g34950,1,1,1,0,0,0
itf01g34960,1,0,0,1,1,0
itf01g34970,0,0,0,0,1,0
itf01g34980,1,0,1,1,0,1
itf01g34990,1,0,0,1,1,0
itf01g35000,0,0,0,0,0,0
itf01g35010,0,1,0,0,0,1
itf01g35020,0,0,0,0,0,0
itf01g35030,1,1,1,0,0,0
itf01g35040,1,1,0,0,1,0
itf01g35050,0,0,0,0,0,0
itf01g35060,1,0,1,1,1,1
itf01g35070,0,0,0,0,0,0
itf01g35080,1,1,0,0,1,1
itf01g35090,1,0,0,1,1,0
itf01g35100,1,0,0,0,1,0
itf01g35110,1,0,0,1,1,1
itf01g35120,0,0,0,1,0,0
itf01g35130,1,0,0,1,1,0
itf01g35140,1,0,0,1,1,0
itf01g35150,1,0,0,1,0,0
itf01g35160,0,1,1,1,1,1
itf01g35170,0,1,1,1,1,1
itf01g35190,1,0,0,1,1,0
itf01g35200,1,1,1,0,1,1
itf01g35220,1,0,1,1,0,1
itf01g35230,0,0,0,0,0,0
itf01g35240,0,1,1,0,1,1
itf01g35260,1,1,0,1,1,0
itf01g35270,0,0,0,0,0,0
itf01g35280,0,0,0,0,0,0
itf01g35290,0,1,0,0,0,1
itf01g35300,0,1,1,0,1,1
itf01g35310,0,1,1,0,0,0
itf01g35320,1,0,0,1,1,0
itf01g35330,0,0,0,0,0,0
itf01g35340,1,0,0,1,1,0
itf01g35350,1,1,1,1,1,0
itf01g35360,0,0,0,0,1,0
itf01g35370,1,0,1,0,0,0
itf01g35380,1,1,0,1,1,0
itf01g35390,0,0,0,1,0,0
itf01g35400,1,0,0,1,1,0
itf01g35410,0,1,0,1,0,1
itf01g35420,0,0,0,0,1,1
itf01g35430,1,0,1,0,0,1
itf01g35440,1,1,1,1,0,1
itf01g35450,0,0,0,0,0,0
itf01g35460,0,0,0,1,0,0
itf01g35470,0,0,0,0,0,0
itf01g35490,0,0,0,1,0,0
itf01g35500,0,0,0,0,0,0
itf01g35510,1,0,0,1,1,0
itf01g35520,0,0,0,0,0,0
itf01g35530,0,0,0,0,0,0
itf01g35540,0,0,1,0,1,1
itf01g35550,0,1,1,1,1,0
itf01g35560,1,0,0,1,1,0
itf01g35570,1,1,1,1,1,0
itf01g35580,1,1,1,0,0,0
itf01g35590,0,1,0,1,0,1
itf01g35600,1,1,0,1,1,0
itf01g35610,0,0,0,0,0,0
itf01g35620,0,0,0,0,0,0
itf01g35630,1,0,0,1,1,0
itf01g35640,1,0,0,1,1,0
itf01g35650,0,1,1,1,1,0
itf01g35660,0,1,1,1,1,0
itf01g35670,0,1,0,0,0,1
itf01g35680,1,0,0,1,1,1
itf01g35690,1,0,0,1,1,0
itf01g35700,1,1,0,1,1,0
itf01g35710,0,0,0,0,1,0
itf01g35720,0,0,0,0,0,0
itf01g35730,0,0,0,0,0,0
itf01g35750,0,0,0,0,0,0
itf01g35760,0,1,0,1,0,1
itf01g35770,0,1,0,0,0,1
itf01g35780,1,0,1,1,0,1
itf01g35790,0,0,1,1,0,1
itf01g35800,1,1,1,1,1,1
itf01g35810,0,0,0,0,0,0
itf01g35820,1,1,0,0,1,0
itf01g35830,0,1,1,1,1,1
itf01g35840,1,0,0,1,1,0
itf01g35850,0,1,0,0,0,0
itf01g35860,1,1,1,0,0,1
itf01g35870,0,0,0,0,0,0
itf01g35880,1,0,1,1,1,0
itf01g35890,0,0,0,1,0,0
itf01g35910,0,1,0,0,0,0
itf01g35920,1,0,0,1,1,0
itf01g35930,0,0,0,0,1,0
itf01g35940,0,1,0,0,0,0
itf01g35950,0,0,1,0,1,0
itf01g35960,1,1,0,1,1,0
itf01g35970,0,0,0,0,0,0
itf01g35980,1,1,0,0,1,0
itf01g35990,0,0,1,1,0,1
itf01g36010,0,1,1,1,0,0
itf01g36070,0,1,1,0,0,0
itf01g36090,0,0,0,0,0,0
itf01g36100,1,1,0,1,1,0
itf01g36140,0,0,0,1,0,0
itf01g36160,1,1,0,0,1,1
itf01g36170,1,0,1,1,1,0
itf01g36180,1,0,0,0,1,1
itf01g36190,1,0,0,1,1,0
itf01g36200,0,0,0,0,1,0
itf01g36210,0,0,0,0,0,0
itf01g36220,0,0,0,1,0,0
itf01g36230,0,0,0,0,0,0
itf01g36240,0,1,0,0,1,1
itf01g36250,1,0,0,1,1,0
itf01g36260,0,0,1,0,1,0
itf01g36270,1,1,1,0,1,1
itf01g36280,1,0,0,1,1,0
itf01g36300,1,1,0,0,0,1
itf01g36310,1,0,0,1,1,1
itf01g36320,1,0,1,1,0,1
itf01g36330,1,1,1,0,0,0
itf01g36350,1,1,1,1,0,0
itf01g36360,0,0,0,0,1,0
itf01g36390,0,0,0,1,0,0
itf01g36410,1,1,0,1,1,1
itf02g00030,1,0,0,0,0,0
itf02g00080,1,0,1,1,1,0
itf02g00090,0,1,1,1,1,1
itf02g00110,0,0,1,0,1,1
itf02g00130,0,1,0,0,0,1
itf02g00190,0,1,1,1,1,0
itf02g00230,0,0,0,0,0,0
itf02g00240,1,1,0,1,1,1
itf02g00280,1,1,0,0,1,1
itf02g00330,1,1,0,1,1,1
itf02g00340,1,1,1,0,0,0
itf02g00370,1,1,1,1,1,0
itf02g00380,0,0,0,1,0,0
itf02g00390,1,1,0,0,1,0
itf02g00410,1,1,0,1,1,0
itf02g00430,1,1,0,0,0,1
itf02g00450,0,0,0,0,0,0
itf02g00480,1,0,0,1,1,0
itf02g00490,1,1,1,1,0,1
itf02g00500,1,0,0,1,1,0
itf02g00530,1,1,0,1,1,1
itf02g00550,1,0,1,1,1,1
itf02g00590,1,0,1,1,1,1
itf02g00610,0,0,0,1,0,0
itf02g00620,1,0,0,1,1,0
itf02g00630,0,1,0,0,0,1
itf02g00640,1,1,1,1,0,1
itf02g00660,0,0,0,0,0,0
itf02g00680,0,0,0,1,0,0
itf02g00740,0,0,0,0,0,0
itf02g00760,0,1,1,1,0,1
itf02g00840,0,0,0,0,0,0
itf02g00850,0,0,0,0,0,0
itf02g00890,0,0,0,0,1,1
itf02g00920,0,1,0,0,0,1
itf02g00990,0,1,0,0,0,1
itf02g01000,0,0,0,0,0,0
itf02g01110,1,1,1,1,0,1
itf02g01210,1,1,1,0,1,1
itf02g01240,1,1,0,0,0,0
itf02g01270,0,0,1,0,1,1
itf02g01310,0,0,0,1,0,0
itf02g01320,1,0,0,1,1,0
itf02g01340,0,0,1,0,1,1
itf02g01360,1,1,1,1,1,0
itf02g01370,0,1,1,1,0,1
itf02g01380,1,0,0,1,1,0
itf02g01410,0,0,0,0,0,1
itf02g01420,1,0,1,1,1,1
itf02g01440,0,0,0,0,0,1
itf02g01450,1,1,1,1,1,0
itf02g01460,1,0,0,1,1,0
itf02g01480,0,1,0,1,0,0
itf02g01510,1,1,0,1,1,0
itf02g01530,0,0,0,1,0,0
itf02g01540,0,0,0,0,0,0
itf02g01610,0,0,0,0,0,0
itf02g01620,0,1,1,1,1,1
itf02g01650,1,1,1,1,1,0
itf02g01710,1,0,0,1,1,0
itf02g01720,0,0,0,0,1,1
itf02g01730,1,0,0,1,1,0
itf02g01740,1,1,0,1,1,1
itf02g01770,1,0,1,0,0,0
itf02g01820,1,0,0,1,1,0
itf02g01830,0,0,0,1,1,0
itf02g01840,1,1,0,1,1,0
itf02g01850,1,0,1,0,0,0
itf02g01860,0,1,0,0,0,1
itf02g01900,0,0,0,0,1,0
itf02g01920,1,0,0,0,0,0
itf02g01930,0,0,1,0,1,1
itf02g01940,1,1,1,0,1,1
itf02g01970,0,1,1,0,0,0
itf02g01980,1,0,0,1,1,0
itf02g01990,0,1,1,1,1,0
itf02g02000,1,0,0,0,0,0
itf02g02030,0,0,0,0,0,0
itf02g02090,0,1,0,0,0,1
itf02g02110,0,1,1,1,1,1
itf02g02130,1,1,0,0,1,1
itf02g02140,0,0,0,1,0,0
itf02g02160,1,1,1,1,1,0
itf02g02170,1,0,0,0,1,0
itf02g02180,1,1,1,1,1,0
itf02g02200,1,1,1,0,0,0
itf02g02210,0,0,0,0,0,0
itf02g02230,0,0,0,0,0,0
itf02g02240,1,0,0,0,0,0
itf02g02250,0,0,0,1,0,0
itf02g02290,1,1,0,0,1,1
itf02g02300,1,0,0,1,1,0
itf02g02310,1,0,1,1,1,1
itf02g02320,1,0,0,1,1,0
itf02g02350,0,1,0,1,0,1
itf02g02360,1,1,0,1,1,1
itf02g02400,1,0,1,1,1,1
itf02g02410,0,1,0,1,0,1
itf02g02420,0,0,1,1,0,0
itf02g02430,0,0,0,0,0,0
itf02g02460,0,0,0,1,0,0
itf02g02470,0,0,0,0,0,0
itf02g02520,0,1,0,1,0,1
itf02g02550,0,0,0,1,0,0
itf02g02590,0,0,0,0,0,1
itf02g02600,0,0,0,0,1,0
itf02g02640,1,1,0,0,1,0
itf02g02650,1,1,1,1,1,0
itf02g02670,0,1,1,1,1,0
itf02g02690,1,0,0,1,1,0
itf02g02700,1,0,0,1,1,0
itf02g02710,0,0,0,0,0,0
itf02g02720,1,0,0,1,1,0
itf02g02730,1,1,1,0,0,1
itf02g02770,0,0,0,0,0,0
itf02g02790,1,0,0,1,1,0
itf02g02800,1,0,0,0,1,0
itf02g02840,1,1,1,1,0,1
itf02g02850,0,0,0,1,0,0
itf02g02870,0,0,0,0,0,0
itf02g02880,0,0,0,0,1,0
itf02g02890,0,0,0,0,0,0
itf02g02910,1,0,0,1,1,0
itf02g02920,0,0,0,0,0,0
itf02g02940,0,1,0,0,0,1
itf02g02950,0,0,0,0,0,0
itf02g02970,0,0,0,1,0,0
itf02g03010,0,0,0,0,0,0
itf02g03060,0,1,1,0,0,0
itf02g03080,1,1,0,1,1,1
itf02g03090,1,1,1,0,0,0
itf02g03100,0,1,1,1,1,0
itf02g03120,1,0,1,1,1,1
itf02g03130,0,1,1,1,1,0
itf02g03140,1,1,0,1,1,0
itf02g03150,0,0,0,0,1,0
itf02g03160,1,0,1,1,1,1
itf02g03170,1,0,0,1,1,0
itf02g03180,0,1,1,1,1,1
itf02g03190,1,0,1,1,1,1
itf02g03200,0,0,0,0,0,0
itf02g03230,0,0,0,0,0,0
itf02g03240,1,0,0,1,1,0
itf02g03250,1,1,1,0,0,0
itf02g03260,1,0,0,1,1,1
itf02g03280,0,0,0,0,0,0
itf02g03300,1,0,0,1,1,0
itf02g03320,1,1,1,0,0,1
itf02g03330,1,1,1,0,0,0
itf02g03350,0,0,0,0,0,0
itf02g03360,0,0,0,0,0,0
itf02g03380,0,1,1,1,1,1
itf02g03390,0,0,0,0,0,0
itf02g03400,1,0,0,1,1,0
itf02g03420,1,0,0,1,1,0
itf02g03430,0,1,1,0,0,0
itf02g03450,0,0,0,0,0,0
itf02g03460,0,0,0,0,0,0
itf02g03470,1,0,0,1,1,0
itf02g03490,0,0,0,1,0,0
itf02g03500,1,0,0,1,1,0
itf02g03520,1,1,0,1,1,1
itf02g03530,1,1,1,1,1,0
itf02g03540,1,0,0,0,1,0
itf02g03580,0,0,1,0,0,0
itf02g03590,1,0,0,0,0,0
itf02g03610,0,0,0,0,0,0
itf02g03620,1,1,0,0,1,1
itf02g03640,1,1,0,1,1,0
itf02g03650,0,1,1,1,1,1
itf02g03660,0,0,0,1,0,0
itf02g03670,1,1,0,1,1,1
itf02g03680,1,0,0,0,1,0
itf02g03690,0,1,0,1,0,1
itf02g03700,0,0,0,0,0,0
itf02g03710,0,0,0,1,0,0
itf02g03750,0,0,0,0,0,0
itf02g03780,1,0,0,1,1,0
itf02g03810,0,0,0,0,0,0
itf02g03820,1,0,0,0,1,0
itf02g03840,0,0,0,0,1,0
itf02g03850,1,0,0,1,1,1
itf02g03880,1,1,0,0,0,0
itf02g03900,1,1,1,1,0,1
itf02g03930,1,1,1,1,1,0
itf02g03940,0,0,0,0,0,0
itf02g03950,0,0,0,0,0,0
itf02g04000,0,1,1,0,1,1
itf02g04010,1,0,1,1,1,1
itf02g04020,0,0,0,1,0,0
itf02g04040,0,0,0,0,0,0
itf02g04050,0,0,0,0,0,0
itf02g04060,1,1,0,1,1,0
itf02g04070,1,0,0,1,1,0
itf02g04080,1,0,0,1,1,0
itf02g04090,0,0,0,0,0,0
itf02g04100,0,1,1,1,0,1
itf02g04110,0,1,1,1,1,0
itf02g04120,0,0,0,0,0,0
itf02g04140,1,0,1,1,0,1
itf02g04150,0,0,0,0,0,0
itf02g04160,1,1,1,0,0,1
itf02g04180,1,0,0,1,0,0
itf02g04190,1,1,1,0,0,0
itf02g04200,1,1,0,1,1,0
itf02g04210,1,0,1,1,1,1
itf02g04220,1,0,0,0,0,0
itf02g04240,0,0,1,0,1,0
itf02g04250,0,0,0,0,0,0
itf02g04260,0,1,1,0,1,0
itf02g04270,0,1,1,0,1,0
itf02g04280,0,0,0,0,0,0
itf02g04290,0,1,1,1,0,0
itf02g04300,0,0,0,0,0,0
itf02g04310,0,0,1,0,0,1
itf02g04320,1,0,1,0,0,0
itf02g04330,0,0,0,0,0,0
itf02g04350,0,0,0,0,0,0
itf02g04360,1,0,0,1,1,0
itf02g04370,1,0,1,1,1,0
itf02g04390,0,0,1,0,0,1
itf02g04400,1,1,0,1,1,0
itf02g04410,1,1,1,0,0,0
itf02g04430,1,1,1,1,0,1
itf02g04440,1,0,1,0,1,1
itf02g04450,1,0,0,1,1,1
itf02g04460,1,0,0,1,1,0
itf02g04470,0,0,1,1,1,0
itf02g04510,0,0,1,0,1,1
itf02g04520,1,1,1,1,1,1
itf02g04530,1,1,1,1,1,0
itf02g04540,0,1,1,1,1,0
itf02g04620,0,1,0,1,0,1
itf02g04640,1,0,0,1,1,0
itf02g04650,0,0,0,1,0,0
itf02g04690,1,0,1,1,0,1
itf02g04700,0,1,1,0,1,0
itf02g04710,0,1,1,0,1,1
itf02g04730,0,0,0,0,0,0
itf02g04740,1,1,0,0,1,1
itf02g04750,0,0,0,0,0,0
itf02g04770,0,0,1,0,1,1
itf02g04780,0,0,0,0,0,0
itf02g04800,1,1,1,1,1,0
itf02g04810,1,1,0,0,0,0
itf02g04820,0,0,0,0,0,0
itf02g04830,1,0,0,1,1,0
itf02g04840,0,0,0,1,1,0
itf02g04850,1,0,0,1,1,1
itf02g04860,0,0,0,1,0,0
itf02g04870,0,1,0,0,0,0
itf02g04880,1,1,0,1,1,0
itf02g04890,0,0,0,0,0,0
itf02g04900,0,1,1,0,1,0
itf02g04910,0,1,1,0,0,0
itf02g04920,0,1,1,0,1,1
itf02g04930,1,0,0,1,1,0
itf02g04940,1,1,1,1,1,1
itf02g04950,0,0,0,0,0,0
itf02g04960,1,0,1,1,1,1
itf02g04990,0,0,0,0,0,0
itf02g05000,0,1,0,1,0,1
itf02g05010,0,0,0,0,0,0
itf02g05020,1,0,0,0,0,0
itf02g05040,0,0,1,0,0,1
itf02g05050,1,0,0,0,0,0
itf02g05060,0,1,0,1,0,1
itf02g05070,0,1,1,1,1,0
itf02g05080,0,1,0,1,0,1
itf02g05120,1,1,1,0,1,1
itf02g05160,1,1,1,1,1,0
itf02g05180,1,1,0,1,1,1
itf02g05190,0,1,0,1,0,1
itf02g05200,0,1,0,1,0,1
itf02g05210,0,0,0,1,0,0
itf02g05220,0,1,0,1,0,1
itf02g05230,0,0,0,0,0,0
itf02g05240,1,1,1,1,1,1
itf02g05250,0,0,1,1,0,1
itf02g05260,1,1,1,0,0,0
itf02g05270,1,1,1,0,0,1
itf02g05280,0,0,0,0,0,0
itf02g05290,1,0,0,1,1,0
itf02g05300,1,0,0,1,1,0
itf02g05310,0,0,0,0,0,0
itf02g05320,1,0,1,1,1,0
itf02g05330,0,0,1,0,0,0
itf02g05350,1,1,1,1,0,0
itf02g05360,0,1,1,0,1,1
itf02g05370,1,0,0,1,1,0
itf02g05380,1,0,0,0,0,0
itf02g05390,0,1,1,0,0,0
itf02g05400,1,0,1,1,0,0
itf02g05410,0,0,0,0,0,0
itf02g05420,1,0,1,1,1,1
itf02g05440,1,0,0,1,0,0
itf02g05450,1,0,0,1,1,0
itf02g05460,0,0,0,0,0,0
itf02g05470,0,1,0,1,0,1
itf02g05480,1,1,1,1,1,0
itf02g05490,1,0,0,1,1,0
itf02g05500,1,0,1,0,0,0
itf02g05510,0,1,0,0,0,1
itf02g05520,1,0,0,1,1,0
itf02g05530,1,0,1,1,0,1
itf02g05540,0,0,0,0,0,1
itf02g05550,1,0,1,1,1,1
itf02g05560,1,0,1,1,1,0
itf02g05620,0,0,0,0,0,0
itf02g05630,0,1,0,1,0,1
itf02g05640,0,1,1,1,0,1
itf02g05650,0,1,1,0,1,0
itf02g05660,1,1,1,0,0,0
itf02g05670,1,0,0,1,1,0
itf02g05680,0,0,0,0,1,0
itf02g05690,0,0,0,0,0,1
itf02g05700,1,0,0,1,1,0
itf02g05710,1,1,1,0,1,1
itf02g05720,1,0,0,1,1,0
itf02g05730,1,0,1,1,1,0
itf02g05740,1,1,1,1,1,1
itf02g05750,1,1,1,1,1,0
itf02g05760,0,0,0,0,0,0
itf02g05770,0,0,0,0,0,0
itf02g05780,0,1,1,1,1,0
itf02g05790,0,0,0,1,0,0
itf02g05800,0,0,0,0,1,0
itf02g05810,0,1,0,1,0,1
itf02g05820,0,0,0,1,0,0
itf02g05840,1,0,0,1,1,0
itf02g05850,0,0,0,0,0,0
itf02g05860,0,1,0,0,0,1
itf02g05870,0,0,0,0,0,0
itf02g05880,0,1,0,1,0,1
itf02g05890,1,0,1,1,0,1
itf02g05900,0,1,0,0,0,1
itf02g05910,0,1,0,1,0,1
itf02g05920,1,1,0,0,0,0
itf02g05950,0,1,0,0,0,1
itf02g05960,1,1,1,0,1,1
itf02g05970,0,0,0,0,0,0
itf02g05980,1,1,1,1,1,0
itf02g05990,1,1,0,1,1,1
itf02g06000,0,0,0,0,0,0
itf02g06010,1,0,0,1,1,0
itf02g06020,1,0,0,1,1,0
itf02g06030,1,1,0,0,1,0
itf02g06040,0,1,0,1,0,1
itf02g06050,0,0,0,0,0,0
itf02g06060,1,0,0,0,0,0
itf02g06070,0,1,1,1,1,0
itf02g06090,0,0,0,1,1,0
itf02g06100,1,1,1,1,1,0
itf02g06110,1,0,0,1,1,0
itf02g06120,1,0,0,1,1,0
itf02g06130,0,0,0,0,1,1
itf02g06140,0,0,0,0,1,0
itf02g06150,1,0,0,0,0,0
itf02g06160,0,0,0,0,0,0
itf02g06170,1,1,0,1,1,0
itf02g06180,0,0,0,0,0,0
itf02g06190,0,0,1,0,0,0
itf02g06200,1,1,0,1,1,0
itf02g06210,0,1,0,0,0,1
itf02g06220,1,1,0,1,1,1
itf02g06230,0,1,0,0,0,0
itf02g06240,0,1,0,0,0,1
itf02g06250,0,1,0,0,0,0
itf02g06270,0,0,0,0,0,1
itf02g06280,0,0,0,0,0,0
itf02g06300,0,0,0,0,0,0
itf02g06320,0,0,0,0,0,0
itf02g06330,1,0,0,1,1,0
itf02g06340,1,1,1,1,1,0
itf02g06350,1,0,0,1,1,0
itf02g06370,1,1,1,0,0,1
itf02g06390,1,1,1,1,1,0
itf02g06400,1,1,1,0,0,0
itf02g06410,0,0,0,0,0,0
itf02g06420,0,0,1,0,1,1
itf02g06440,1,1,0,1,1,1
itf02g06450,1,1,0,1,1,0
itf02g06460,0,0,0,0,0,0
itf02g06470,0,0,0,1,0,1
itf02g06480,1,0,0,1,1,0
itf02g06490,1,1,0,0,0,0
itf02g06500,0,0,0,0,0,0
itf02g06510,1,1,1,0,1,1
itf02g06520,0,0,1,0,1,1
itf02g06530,1,1,1,0,0,1
itf02g06540,1,1,1,1,1,0
itf02g06550,1,0,0,1,1,0
itf02g06560,0,0,0,0,0,0
itf02g06570,0,0,0,0,0,0
itf02g06580,0,1,0,0,0,1
itf02g06590,1,0,1,1,0,0
itf02g06600,1,1,0,1,1,0
itf02g06610,1,0,0,0,1,0
itf02g06620,0,1,1,0,0,0
itf02g06630,0,1,1,1,1,0
itf02g06640,0,1,0,1,0,0
itf02g06650,1,0,0,1,1,0
itf02g06670,0,0,0,0,0,0
itf02g06680,0,0,0,0,0,0
itf02g06690,1,1,0,1,1,0
itf02g06700,0,0,0,1,0,0
itf02g06710,0,1,1,0,0,0
itf02g06730,0,0,0,0,0,0
itf02g06740,0,1,1,1,1,0
itf02g06750,0,0,0,1,0,0
itf02g06760,0,0,0,0,0,0
itf02g06780,1,0,0,1,1,0
itf02g06790,0,0,0,0,0,0
itf02g06800,1,1,1,1,1,1
itf02g06810,0,1,0,0,0,1
itf02g06820,1,1,1,0,0,1
itf02g06830,0,0,0,0,0,0
itf02g06840,0,1,0,0,0,1
itf02g06850,1,1,1,1,0,1
itf02g06860,0,0,1,0,0,1
itf02g06880,0,0,0,0,0,0
itf02g06890,1,1,0,0,1,1
itf02g06900,0,0,0,0,0,0
itf02g06910,1,0,0,1,1,0
itf02g06930,1,0,0,1,1,0
itf02g06940,1,0,1,1,1,1
itf02g06960,0,0,0,0,0,0
itf02g06970,0,1,0,1,0,1
itf02g06980,1,1,0,0,1,1
itf02g07000,0,1,1,1,1,0
itf02g07010,1,0,0,0,1,0
itf02g07020,1,0,0,1,1,0
itf02g07030,0,0,0,0,0,0
itf02g07040,1,0,0,1,1,0
itf02g07050,1,0,0,1,1,0
itf02g07060,1,1,1,0,0,0
itf02g07070,1,0,0,1,1,0
itf02g07080,1,1,0,1,1,1
itf02g07100,1,1,1,0,0,1
itf02g07120,1,0,0,0,1,0
itf02g07130,1,0,0,0,1,0
itf02g07140,0,0,0,0,0,0
itf02g07150,1,0,0,1,1,0
itf02g07160,0,0,0,0,1,0
itf02g07170,1,1,1,1,1,0
itf02g07180,0,0,1,1,1,0
itf02g07190,0,0,1,0,1,1
itf02g07200,1,0,1,1,1,1
itf02g07210,0,0,0,1,0,0
itf02g07230,0,1,1,0,1,1
itf02g07240,0,1,1,1,0,1
itf02g07250,1,0,0,0,0,0
itf02g07280,1,0,1,1,1,0
itf02g07290,0,0,0,0,0,0
itf02g07300,1,0,0,1,1,0
itf02g07310,1,0,0,1,1,0
itf02g07330,0,1,0,0,0,1
itf02g07340,0,0,0,0,0,0
itf02g07350,1,1,0,0,1,1
itf02g07360,1,1,1,1,1,0
itf02g07370,0,1,0,0,0,1
itf02g07380,1,0,0,1,1,0
itf02g07390,0,0,0,0,0,0
itf02g07400,0,0,0,0,0,0
itf02g07410,0,0,0,0,0,0
itf02g07420,1,0,0,1,0,0
itf02g07430,1,0,1,1,1,1
itf02g07440,0,0,0,0,0,0
itf02g07450,0,1,0,0,0,0
itf02g07460,1,0,0,1,1,1
itf02g07470,0,1,1,0,0,0
itf02g07480,1,1,1,1,1,0
itf02g07490,1,0,0,1,1,0
itf02g07500,1,0,1,1,1,1
itf02g07510,1,0,0,1,1,0
itf02g07520,1,1,1,0,1,1
itf02g07530,0,0,0,0,0,0
itf02g07540,0,1,0,0,0,1
itf02g07560,0,0,0,0,0,0
itf02g07570,1,1,1,1,1,1
itf02g07580,1,0,0,1,1,0
itf02g07590,0,0,0,0,0,0
itf02g07600,0,0,0,1,0,0
itf02g07620,0,0,0,1,0,0
itf02g07630,0,0,0,1,0,0
itf02g07640,0,0,0,0,0,0
itf02g07650,1,0,1,1,0,1
itf02g07660,0,1,0,0,0,1
itf02g07680,1,1,1,0,0,0
itf02g07690,0,1,1,1,1,0
itf02g07700,0,0,0,0,0,0
itf02g07710,1,0,1,1,0,1
itf02g07720,1,0,1,1,0,1
itf02g07730,1,0,0,1,1,0
itf02g07740,1,0,1,0,0,1
itf02g07760,0,0,0,0,0,0
itf02g07770,1,0,1,1,1,1
itf02g07780,0,0,1,0,0,1
itf02g07790,0,1,1,1,1,0
itf02g07800,0,1,0,0,0,1
itf02g07810,1,1,0,0,1,1
itf02g07820,1,0,0,1,1,0
itf02g07830,0,0,0,0,1,0
itf02g07840,1,0,1,0,0,1
itf02g07850,0,1,0,1,1,1
itf02g07860,0,1,0,1,0,1
itf02g07870,1,0,1,1,0,1
itf02g07880,1,0,1,1,1,1
itf02g07900,1,0,0,1,1,0
itf02g07920,1,0,1,1,1,0
itf02g07930,1,0,0,1,1,0
itf02g07950,0,1,1,1,1,1
itf02g07960,1,0,0,0,0,0
itf02g07970,1,0,1,1,1,1
itf02g07980,0,0,1,0,1,1
itf02g08010,0,0,1,0,1,0
itf02g08020,1,1,0,0,0,0
itf02g08030,1,0,0,1,1,0
itf02g08040,1,1,0,0,1,1
itf02g08050,0,0,0,0,0,0
itf02g08060,0,1,0,0,0,1
itf02g08070,1,0,0,1,1,0
itf02g08080,1,0,0,1,1,0
itf02g08090,0,0,0,0,0,0
itf02g08100,1,0,0,1,1,0
itf02g08110,1,1,1,1,1,1
itf02g08120,0,0,0,0,1,0
itf02g08140,0,0,0,0,0,0
itf02g08150,1,0,1,1,0,1
itf02g08160,1,0,0,1,1,0
itf02g08170,0,0,0,0,0,0
itf02g08180,0,0,0,0,0,0
itf02g08190,1,0,0,0,1,0
itf02g08210,0,0,1,0,0,1
itf02g08230,0,0,0,0,0,0
itf02g08250,0,1,0,1,0,1
itf02g08260,0,1,0,0,0,1
itf02g08280,0,0,0,1,0,0
itf02g08290,1,0,1,1,0,1
itf02g08300,0,0,1,1,1,1
itf02g08310,1,1,0,0,1,1
itf02g08320,1,1,0,1,1,1
itf02g08330,1,0,0,1,1,1
itf02g08340,1,0,0,1,1,0
itf02g08350,0,0,0,0,1,0
itf02g08360,1,1,1,1,1,1
itf02g08370,0,0,0,0,0,0
itf02g08390,1,0,0,1,0,0
itf02g08400,1,1,1,0,1,0
itf02g08410,0,0,0,0,0,0
itf02g08440,1,0,0,1,1,0
itf02g08480,1,0,0,1,1,0
itf02g08490,0,1,1,1,1,0
itf02g08500,1,0,1,1,0,1
itf02g08510,0,0,0,1,0,0
itf02g08520,1,1,1,0,1,1
itf02g08530,0,0,0,0,0,0
itf02g08540,1,1,0,1,1,1
itf02g08550,1,0,1,0,0,0
itf02g08560,1,1,1,0,0,0
itf02g08570,1,1,1,0,0,0
itf02g08580,1,0,0,1,1,0
itf02g08590,0,0,0,0,0,0
itf02g08600,0,1,1,1,1,0
itf02g08610,0,0,0,0,0,0
itf02g08620,1,0,0,1,1,0
itf02g08630,0,1,0,0,0,1
itf02g08640,0,0,0,0,0,0
itf02g08650,0,0,0,0,0,0
itf02g08660,0,1,0,0,0,1
itf02g08670,1,1,1,1,1,1
itf02g08680,0,0,1,0,0,1
itf02g08700,0,1,0,0,0,1
itf02g08710,1,1,1,0,0,1
itf02g08720,0,0,0,0,0,0
itf02g08730,0,1,1,1,0,0
itf02g08740,0,0,0,0,0,0
itf02g08750,1,0,0,0,0,0
itf02g08760,1,0,0,1,1,1
itf02g08770,1,1,1,0,1,1
itf02g08780,0,1,0,1,0,1
itf02g08790,0,0,0,0,0,0
itf02g08800,1,0,0,0,1,0
